key,en,source_sha256,it
1554921724,Can be used in <style=Hint_BgL>Outpost Hatchinator</style> and <style=Hint_BgL>Home Hatchinator</style>. The residual Prismana Energy left during hatching will also condense into <style=Hint_BgL>2 Prismana Shell Shards</style>.,5514098a9d7ce9292c136778bea769ba470b5aaaefd1f69a5f9e6d33a460c80a,Può essere usato nell'<style=Hint_BgL>Hatchinator dell'Avamposto</style> e nell'<style=Hint_BgL>Hatchinator della Base</style>. L'energia Prismana residua della schiusa si condenserà anche in <style=Hint_BgL>2 Frammenti Guscio Prismana</style>.
1555684327,Illusory Advanced Damage Chip,a88bcad0c545300a782b34460cc3a8707a7a1ce190ab618332965dc14dd547cb,Fantasma · Chip Danno Avanzato
1557348167,Silent Owlplume,6395f5ff6f06b1148b06d02ec9df22e2c6a8325ba0770d680590a75afa985c3e,Owlplume Silenzioso
1557758505,Illusory Advanced Blink Chip,9c9a5c6338533b3f2ccdec12234675afbd68a7d0935986e36aa7faca4220e966,Fantasma · Chip Scatto Avanzato
1558641514,A mysterious flower scattered across Breezy Plains. Use it to obtain 5 [Irisalis Petals].,01ce7b5867ea43db85b0a3ae0d7f7b0740ad52c63d91ee51f6c631314ca09f87,Un fiore misterioso sparso per le Breezy Plains. Usalo per ottenere 5 [Petali di Iris Prismatico].
1559893940,Illusory Intermediate Damage Chip,6c48def96add0d0ff512917f84665b14cecb3b56477954fec03a93bad3010867,Chip Danno Intermedio Illusorio
1561543723,Soothe the Legendary Aniimo and earn its approval.,e4019549c166f71def5bb0805b0145cb28ec7cecbe08b0c8427ebab864dcf34b,Calma l'Aniimo Leggendario e guadagnati la sua approvazione.
1563780698,"When enabled, if this friend invites you to their team or requests to join yours and you don’t respond in time, the request will be auto-approved.",377c98048c68553ff95834d0d7dbb186783d836ad9663e5e5646d1f152ed9f2f,"Se attivo, gli inviti di questo amico a unirti alla sua squadra e le sue richieste di unirsi alla tua vengono accettati automaticamente se non rispondi prima della scadenza."
1563898864,Sunshine Susuta - Left,d462fae3f788eccd76b4bd34a6fee741d32d62b2d341cda51352b3d9a3ffb0bb,Lontra al Sole - Sinistra
1564123298,"<style=Hint_BgL>Temporary item. Usable only in this game; cannot be taken out during evacuation.</style>
Greatly increases defense against <style=Hint_BgL>targets on Chaos and Nightmare difficulties or lower</style>.
With chips installed, <style=Hint_BgL>greatly increases damage</style>.",2c4d2ed0815a22c8db1bd4898453b3517b4d8a60cc0f8bca483192fe854a37dc,"<style=Hint_BgL>Oggetto temporaneo utilizzabile solo nella partita in corso; non può essere portato fuori durante l'evacuazione.</style>
Aumenta notevolmente la difesa contro <style=Hint_BgL>i bersagli a difficoltà Caos e Incubo o inferiore</style>.
Con chip installati, <style=Hint_BgL>aumenta notevolmente i danni inflitti</style>."
1564162118,"Budsquires, Hummins, and Melloblums feel a bond with you.",9e42448c09f0800174fccc11f94f549d685f6a1bf54c61b73d23aabf7e6c6b86,"Budsquires, Hummins e Melloblums avvertono un legame con te."
1564801916,Volt Surge,ab2fe7edb4684acfdd3288b4d01ab0b9ad90f5669c700e4be88708e77e5fe07a,Ondata Potenza
1565487070,Stamina recovery speed +9%,41d4207bb6027337128759f9a29b0e79e9234001cb88597565eaa59ee376f202,Velocità recupero Vigore +9%
1567908508,"Out of the darkness, three strange mechanisms rose from the ground, draining Irelia’s energy as she hovered above.
Rainbow-colored light poured down like a waterfall, then twisted around her like chains.
But Irelia seemed completely unaware. She only gazed, spellbound, at the false Prismana before her...",fba609ec5d32c149a67150235266a807f0a55b75c207d45c61afe05ef154797c,"Nell'oscurità più fitta, tre congegni inquietanti emersero dal suolo, assorbendo l'energia di Irelia, che era sospesa in aria.
L'Energia Prismatica si riversò verso il basso come una cascata, per poi avvolgere Irelia come catene.
Eppure Irelia sembrava non accorgersene affatto: contemplava rapita la falsa illusione di Prismana davanti a sé..."
1568607962,Summoned Clones deal an additional 30% Damage.,eeed9f1f9eb18a1f951abc9c85149e47469e6ce04bad56179165b87f893b8ca0,I Cloni Evocati infliggono il 30% di danni aggiuntivi.
1570290722,"<style=Hint_BgL>Temporary item. Usable only in this game. Cannot be taken out during extraction.</style>
An Attack Amplifier chip with the Blink skill. Slightly reduces cooldown.",5e10b61a31d6b7b7085850444632e28e473234d451ae954514bf93efb4b56149,"<style=Hint_BgL>Oggetto temporaneo utilizzabile solo nella partita in corso. Non può essere portato fuori dalla partita.</style>
Un chip per Amplificatore d'Attacco dotato dell'abilità Scatto, con un tempo di recupero ridotto."
1571808985,Illusory Advanced Weakening Chip,d156a5965a6d94920e71796da7bab2f01aa70d688b388ee07b7fe1a366c26788,Fantasma · Chip Indebolimento Avanzato
1574582481,Subtle yet refined.,de4fed85d62c11b36d9edd51987f7526d96c0a88747a186c70610f64d3664333,Sobrio ma elegante.
1575150442,{0} time(s),ece3afff9c38484bc30022d55deeedd9566aa2fe632ec545f663034f7e2bc1ac,{0} volta/e
1575742053,You've reached the weekly limit for Season Stamps earned in Star-Crossed Tea Party.,115ccaad5c54a741fbc98ef5cd877bc593ac00f045a3899ed1d5fb2527c50f71,Hai raggiunto il limite settimanale di Timbri Stagionali ottenibili allo Star-Crossed Tea Party.
1580954286,Illusory Protective Unit - Exploration,fdfbcab61ffad534921e416d64d535f1dd9ddc9e0556921374fcb6f605c617c9,Fantasma · Unità Protettiva - Esplorazione
1581050284,Illusory Advanced Heal Chip,48415ed9797a9007a2308829e7fcc8c9ae00a7b373b8e774a2c4e2c91ef5a1a5,Fantasma · Chip Cura Avanzato
1582456094,"A magical bubble crystallized from the will of the Erlath, safeguarded across generations, carrying the tender mark of the family’s survival.",998c812aafcf59ec6e70436d940995dece76675c41beedc6395d3f73ed63fa23,"Una bolla magica cristallizzata dalla volontà degli Erlath, custodita per generazioni, che reca il dolce segno della sopravvivenza della famiglia."
1582653691,Floral Rainbow Feather,5bed93efa31be828e2a7625c61ff513ab8166d55e6d8cfc6a354f9cdb46a3f70,Piuma Floreale Arcobaleno
1583244875,"<style=Hint_BgL>Temporary item. Usable only in this game. Cannot be taken out during extraction.</style>
An Attack Amplifier chip with the Haste skill. Increases movement speed.",e2a1b9158432a0a3568bf3f36d4ba52b24ed848429438044359daf94d78a7708,"<style=Hint_BgL>Oggetto temporaneo utilizzabile solo nella partita in corso. Non può essere portato fuori dalla partita.</style>
Un chip per Amplificatore d'Attacco dotato dell'abilità Accelerazione, che aumenta la velocità di movimento."
1583470608,Stinging Thorns,7a209e84dffb8759851367356483c73573591a5a4237c507f780166a0a4eac40,Spine Pungenti
1588479346,Previous,a57b08a480b822a0a572b993391c292ede593bf8000b406675b180bbb16260fa,Precedente
1589840149,Homebuilding Hours,76f86f956fb85feb98242689b6664bb346efe8299a60c2bc3f394bed85c99599,Ore di Costruzione della Base
1591734615,Sunlight glows as the otter gathers.,1c8cbcadec9c57c67b84b75277738f005efa133375ef3cdeae75e852a5aa8f88,Il sole splende tiepido e le zampette della lontra raccolgono bagliori dorati.
1592248306,"Increases movement or Sprint speed by <customRichText(calcData,buff,6001008,param0,1,%d)>% while reducing Stamina consumption by <customRichText(calcData,buff,6001008,param2,1,%d)>% for <customRichText(buffConfigData,6001008,duration)>s. Cooldown: <customRichText(calcData,buff,30100050,param1,1)>s.",ebaac96df8f28e3597a535bf0f04d497007a24e4bea792f7001bd7e0f7e7488e,"Velocità di corsa e scatto aumentata del <customRichText(calcData,buff,6001008,param0,1,%d)>%, consumo di vigore ridotto del <customRichText(calcData,buff,6001008,param2,1,%d)>%, durata: <customRichText(buffConfigData,6001008,duration)> secondi, ricarica: <customRichText(calcData,buff,30100050,param1,1)> secondi"
1592377362,"Splish, splash—see the Susuta dive right into the waves.",0c592b8ece6b94825eed9916851cb986d6b180ae30adb971e43df95614a85ab2,"Splish, splash—guarda il Susuta tuffarsi in mezzo alle onde."
1592542816,Please clear your inventory manually before continuing.,2787417f8b65527fec3b6ef785ce98f2d36bab4f6961d892fbf96b139032750d,Svuota manualmente l'Inventario prima di continuare.
1600866695,You can send someone else to Breezy Plains to search for Prismatic Kite Flowers. You are guaranteed to obtain 1 Prismatic Kite Flower and a random number of Legendary Chests. Use a Prismatic Kite Flower from your Inventory to obtain 5 [Prismatic Kite Petals].,af9145d900295bb96cd448c76c6a803ee6683ef575012ea2325c2e960d828b25,Puoi inviare qualcun altro nelle Breezy Plains a cercare Fiori Aquilone Prismatici. Hai la garanzia di ottenere 1 Fiore Aquilone Prismatico e un numero casuale di Forzieri Leggendari. Usa un Fiore Aquilone Prismatico dall'Inventario per ottenere 5 [Petali di Aquilone Prismatico].
1601207978,"Dealing skill damage to an Alpha in the BREAK state builds a combo count. When BREAK ends, triggers one instance of bonus damage equal to combo count x <customRichText(calcData,buff,4004161,param0,1,%d)>% of your active Aniimo’s ATK.",19d7e14c42b08faadee8151e98a3d677faa930aa4a8cbf05ba6cc6064f45cd9a,"Infliggere danni da abilità a un Alpha in stato BREAK accumula un contatore combo. Quando BREAK termina, infligge un'istanza di danni bonus pari al contatore combo x il <customRichText(calcData,buff,4004161,param0,1,%d)>% dell'ATT dell'Aniimo attivo."
1601579392,"Flowers draw the butterflies in, and the butterflies circle the fragrant grove, lingering together above the blossoms.",c72546bada115f0ec1c0d11a592339c9dd1d0c7aebbf2f02e6b1c42dac3962cd,"I fiori attirano le farfalle, e le farfalle volteggiano attorno al boschetto fragrante, indugiando insieme sopra i boccioli."
1602628694,"Hit the open wilds and set off now! S1 Departure with the Wind is officially live!

[Season Schedule]
· Departure with the Wind Part I: Sept. 16, 2026–Oct. 29, 2026 7:59:59 (UTC+8)
· Departure with the Wind Part II: After the Oct. 29, 2026 update maintenance–Dec. 10, 2026 7:59:59 (UTC+8)

[Season Events]
1. Stamp Rush
· Join modes in the event list to earn <style=Hint_BgL>Season Stamps</style>.
· <style=Hint_BgL>Season Stamps</style> have weekly earning limits, including per mode limits and an overall limit across all modes.

2. Companion Handbook
· This season’s companion Aniimo: <style=Hint_BgL>Fulmintis</style>.
· Earn <style=Hint_BgL>Companion EXP</style> to level up your handbook. <style=Hint_BgL>Companion EXP</style> Sources:
※ Complete Companion Handbook quests.
※ Institute Guide: Daily Activity

3. Season Achievements
· Mode types that grant Season Achievement Points: Aniimo, Combat, Egg Heist, and Home.
· Complete achievement quests across different modes to earn <style=Hint_BgL>Achievement Points</style>, plus <style=Hint_BgL>Season Stamps</style>.
· Based on your total Achievement Points across all modes, you can raise your Season Achievement Level and claim the matching rank rewards. Pick <style=Hint_BgL>the modes you like</style> and jump in—<style=Hint_BgL>no need to play everything</style>.
· Season Achievement ranks and rewards (including progress and rewards for each mode) reset <style=Hint_BgL>at the start of every Part</style>.

[Stamp Shop]
· S1 Season Stamps:
※ Departure with the Wind Part I: <style=Hint_BgL>Windborn Stamps</style>
※ Departure with the Wind Part II: <style=Hint_BgL>Windchaser Stamps</style>
· Season Stamp Sources:
※ Institute Guide: Daily Activity
※ Stamp Rush
※ Season Achievements
※ Companion Handbook
※ Holo-Battle Interlink: Support
· <style=Hint_BgL>At the end of each Part</style>, any unspent Season Stamps are automatically converted into Credits.
· Shop Types:
※ Weekly Shop: Refreshes <style=Hint_BgL>every Monday at 4:00 AM</style>.
※ Limited Time Shop: Refreshes <style=Hint_BgL>at the start of every Part</style>.",54d3ad8e640377ac434781d4f6ceb17239ca241af08cb7b71b7b3ac5487c26e6,"Parti subito alla scoperta delle terre selvagge! La S1 In Viaggio col Vento è ufficialmente iniziata!

[Calendario della Stagione]
· In Viaggio col Vento Parte I: 16 settembre 2026–29 ottobre 2026 7:59:59 (UTC+8)
· In Viaggio col Vento Parte II: dopo la manutenzione dell'aggiornamento del 29 ottobre 2026–10 dicembre 2026 7:59:59 (UTC+8)

[Eventi della Stagione]
1. Corsa ai Timbri
· Partecipa alle modalità elencate nell'evento per ottenere <style=Hint_BgL>Timbri Stagionali</style>.
· I <style=Hint_BgL>Timbri Stagionali</style> ottenibili ogni settimana hanno un limite per ciascuna modalità e un limite complessivo per tutte le modalità.

2. Manuale Compagni
· Aniimo compagno di questa stagione: <style=Hint_BgL>Fulmintis</style>.
· Ottieni <style=Hint_BgL>ESP Compagno</style> per aumentare il livello del manuale. Puoi ottenere <style=Hint_BgL>ESP Compagno</style> nei seguenti modi:
※ Completando le missioni del Manuale Compagni.
※ Guida dell'Istituto: Attività Giornaliere

3. Obiettivi Stagionali
· Le categorie di modalità che assegnano Punti Obiettivi Stagionali sono: Aniimo, Combattimento, Furto d'Uova e Base.
· Completa le missioni obiettivo nelle diverse modalità per ottenere <style=Hint_BgL>Punti Obiettivo</style> e <style=Hint_BgL>Timbri Stagionali</style>.
· Il totale dei Punti Obiettivo ottenuti in tutte le modalità ti permette di aumentare il Livello Obiettivi Stagionali e riscattare le ricompense del grado raggiunto. Scegli <style=Hint_BgL>le modalità che preferisci</style> e divertiti: <style=Hint_BgL>non devi giocarle tutte</style>.
· I gradi e le ricompense degli Obiettivi Stagionali (inclusi progressi e ricompense di ogni modalità) si azzerano <style=Hint_BgL>all'inizio di ogni Parte</style>.

[Negozio Timbri]
· Timbri Stagionali S1:
※ In Viaggio col Vento Parte I: <style=Hint_BgL>Timbri del Vento Nascente</style>
※ In Viaggio col Vento Parte II: <style=Hint_BgL>Timbri Cacciavento</style>
· Puoi ottenere Timbri Stagionali nei seguenti modi:
※ Guida dell'Istituto: Attività Giornaliere
※ Corsa ai Timbri
※ Obiettivi Stagionali
※ Manuale Compagni
※ Interlink Holo-Battle: Supporto
· <style=Hint_BgL>Alla fine di ogni Parte</style>, i Timbri Stagionali inutilizzati vengono convertiti automaticamente in crediti.
· Tipi di negozio:
※ Negozio Settimanale: l'assortimento si rinnova <style=Hint_BgL>ogni lunedì alle 4:00 del mattino</style>.
※ Negozio a Tempo Limitato: l'assortimento si rinnova <style=Hint_BgL>all'inizio di ogni Parte</style>."
1604137725,"An egg containing extremely rare Prismana energy. Its shell shimmers with flowing light, and its life signs are exceptionally strong. It is guaranteed to hatch into a <style=Hint_BgL>Prismana Form</style> Aniimo, and using a Sparkling Cube on it may grant the <style=Hint_BgL>Shadow Sparkling</style> mutation.",87066f80bfc3629ebb19815d66c186ecc30a6170f72b0f190fd9bad4bfa40f74,Un uovo che racchiude rarissima energia Prismana. Una luce cangiante ne percorre il guscio e i suoi segnali vitali sono eccezionalmente intensi. Da questo uovo nascerà sicuramente un Aniimo in <style=Hint_BgL>Forma Prismana</style>; usare un Cubo Scintillante su di esso potrebbe conferirgli la mutazione <style=Hint_BgL>Scintillio d'Ombra</style>.
1605057795,Gain a 4-meter-radius Weakness Aura lasting 2s. Targets within the area deal 10% less damage. Cooldown: 90s.,c3d1b9647d8b808a6f7094c1a22e746ca1c1f7e0f57a0dd602d6d53dabe2990e,Ottieni per 2 secondi un'Aura di Debolezza con un raggio di 4 metri. I bersagli al suo interno infliggono il 10% di danni in meno. Tempo di recupero: 90 secondi.
1605624712,"An egg containing extremely rare Prismana energy. Its shell shimmers with flowing light, and its life signs are exceptionally strong. It is guaranteed to hatch into a <style=Hint_BgL>Prismana Form</style> Aniimo, and using a Sparkling Cube on it may grant the <style=Hint_BgL>Shadow Sparkling</style> mutation.",87066f80bfc3629ebb19815d66c186ecc30a6170f72b0f190fd9bad4bfa40f74,Un uovo che racchiude rarissima energia Prismana. Una luce cangiante ne percorre il guscio e i suoi segnali vitali sono eccezionalmente intensi. Da questo uovo nascerà sicuramente un Aniimo in <style=Hint_BgL>Forma Prismana</style>; usare un Cubo Scintillante su di esso potrebbe conferirgli la mutazione <style=Hint_BgL>Scintillio d'Ombra</style>.
1610160779,Legendary Journey event.,80cfe0ad095501fd606c54b5e6b34ce7412cc839bd2ca5cc6bb5cdd65a383da8,Evento Viaggio Leggendario.
1612773499,Select your language. This choice will affect your experience (chat and matchmaking).,36c3653be7bf7d9336ceaf634fba10d2f40b1ea663a2e4b88c916e144aeee4ba,Seleziona la lingua. Questa scelta influirà sulla tua esperienza (chat e matchmaking).
1612911936,Sunshine Susuta - Right,2353244dda750ada2d0025d5c136d2b95853d9c88ce0dc70c5aa07ad4f93c3c9,Lontra al Sole - Destra
1614618516,Can be used in <style=Hint_BgL>Outpost Hatchinator</style> and <style=Hint_BgL>Home Hatchinator</style>. Residual Prismana Energy from hatching will also condense into <style=Hint_BgL>4 Prismana Shell Shards</style>.,c08e749755340a72dec22c1620ee5179e5ea3132f81f9381d245502bbda12b5a,Può essere usato nell'<style=Hint_BgL>Hatchinator dell'Avamposto</style> e nell'<style=Hint_BgL>Hatchinator della Base</style>. L'energia Prismana residua della schiusa si condenserà anche in <style=Hint_BgL>4 Frammenti Guscio Prismana</style>.
1617420077,"When enabled, friends’ requests to join your world will be automatically accepted if you don’t respond in time.",61be277ffe4aff5aae4206f4f12ac6205c9d119e78d2282fd0392bcf9f3ed442,"Quando è attiva, le richieste di accesso al tuo mondo inviate dagli amici vengono accettate automaticamente se non rispondi in tempo."
1618007149,Damage Amp Level 4,50ed12d10c8243d6639f2f4f424a019c2050a41aad9a4e1a9b43169e2024cc8b,Amplificazione Danno Livello 4
1618643882,Floral Rainbow Feather,5bed93efa31be828e2a7625c61ff513ab8166d55e6d8cfc6a354f9cdb46a3f70,Piuma Floreale Arcobaleno
1618887994,Illusory Basic Protection Chip,473316c27de9427eb24a2f156e5af4ee9acb161daf5394056c37c9058c762a49,Fantasma · Chip Protezione Base
1619852871,DMG Reduction Level 2,c2547292273e0217f9ba1b8201932473e8583dc52b10f3a2a71d2f5aaa2368fb,Riduzione Danni Subiti Livello 2
1621252364,Illusory Attack Amplifier - Tactics,121ae97063ef877bd26ad0434a7d502ad69954ff23541ab216c5c5c1022cd06e,Fantasma · Amplificatore ATT - Tattica
1623848285,"Challenge Memory: The Faded Rainbow, and spend Primegy to claim chests.",97d09ed1f34654dc98e918d9a6d4d8687bf385da6c650dcfd17337d5cb806087,Memoria: L'Arcobaleno Sbiadito e spendi Primegy per riscattare i forzieri.
1624166267,"An egg containing extremely rare Prismana energy. Its shell shimmers with flowing light, and its life signs are exceptionally strong. It is guaranteed to hatch into a <style=Hint_BgL>Prismana Form</style> Aniimo, and using a Sparkling Cube on it may grant the <style=Hint_BgL>Shadow Sparkling</style> mutation.",87066f80bfc3629ebb19815d66c186ecc30a6170f72b0f190fd9bad4bfa40f74,Un uovo che racchiude rarissima energia Prismana. Una luce cangiante ne percorre il guscio e i suoi segnali vitali sono eccezionalmente intensi. Da questo uovo nascerà sicuramente un Aniimo in <style=Hint_BgL>Forma Prismana</style>; usare un Cubo Scintillante su di esso potrebbe conferirgli la mutazione <style=Hint_BgL>Scintillio d'Ombra</style>.
1624905976,DMG Reduction Level 3,645b6f13813380705a2f74711c1626bf93632707c7584faa853fbf2b84885de4,Riduzione Danni Subiti Livello 3
1625054851,Damage Amp Level 3,5f463c1d0c51348276e0cd0da8dc2c1342f57a441327a22a0758d93a04c95a95,Amplificazione Danno Livello 3
1626150181,Use all Joyous Tuftballs,242f8eaa36ed4ce4a5115ffdaec670f66b014525aa1ede094eb337760521db5b,Usa tutti i Batuffoli Gioiosi
1627898077,Alpha Grizbo,f136ae87672b2620d18c92d74c643c9b5fec4461721a16d78684a845b4e08ecc,Alpha Grizbo
1628739203,Auto Voice,ff0b06f441383e3bbe5153e3a9ceb5a3c779323e43c70383a8e94a17efe770f8,Voce Automatica
1630423614,Press to claim,9cd2803e8772b748c2af3ba8b77cf9e46448cf83c78145b2170af67b595c8e85,Premi per ritirare
1631886475,Illusory Attack Amplifier - Might,b332b22f5adeb3e82425058e57ec24609e2dc08f7b6d1ced01d87cec0c83d02d,Fantasma · Amplificatore ATT - Potere
1632761791,Ice Debuff Status,02335a1fc2d5b1ca8f8112abed1e08043cc261b9d5c74668d7d17ed30b64c165,Stato Debuff Elementale Ghiaccio
1634957240,Illusory Attack Amplifier - BREAK,1136f9c576a25a716c452dcb605cb2a053fb2446cc58b102eec98f36aea99158,Amplificatore d'Attacco Illusorio - BREAK
1635688370,"DMG Reduction +10%. If P.DEF Potential exceeds 15, gains an additional 5% Physical DMG Reduction. If M.DEF Potential exceeds 15, gains an additional 5% Magic DMG Reduction.",d96c759fecc8b914f8f07801d9aba0f7ce18539de01be5b30c7c72319ef7526b,"Riduzione Danni +10%; se il Potenziale Acquisito DIF F supera 15 punti, ottieni un ulteriore 5% di Riduzione Danni Fisici; se il Potenziale Acquisito DIF M supera 15 punti, ottieni un ulteriore 5% di Riduzione Danni Magici."
1637298937,"Irelia nourished the withered land with her colors and fragrance, calling forth dazzling Prismana that brought the land back to life...",ec4b916a2fc87954ac46d152baa58ccbe664e281b3b7080c80b6dd37b16499d2,"Con i suoi colori e il suo profumo, Irelia nutrì la terra inaridita, evocando un Prismana abbagliante che ridiede vita al suolo..."
1637483673,Lightning Debuff Status,c5644c34a920257f204c533079dac63ed0f0dc182d18b5af15a60670b8ac52ab,Stato Debuff Elementale Fulmine
1638658553,"Countering an Alpha attack grants <customRichText(calcData,buff,4004151,param0,1,%d)>% bonus Natural Energy Regen and <customRichText(calcData,buff,4004151,param1,1,%d)>% bonus Final Damage for <customRichText(buffConfigData,4004151,duration)>s.
A Perfect Counter interrupts the Alpha’s action and spreads the buff to nearby Pathfinders, triggering once every <customRichText(buffConfigData,buff,4004151,duration)>s.",c68648d973e4412851c7ef1f285998819c1cc5b32e14fd56714151f52067f888,"Contrattaccare l'ATT di un Alpha conferisce a te stesso il <customRichText(calcData,buff,4004151,param0,1,%d)>% di Recupero Naturale dell'Energia e il <customRichText(calcData,buff,4004151,param1,1,%d)>% di Bonus al Danno Finale per <customRichText(buffConfigData,4004151,duration)>s;
un Contrattacco Perfetto interrompe l'azione dell'Alpha e diffonde il Buff agli Esploratori vicini, innescandosi una volta ogni <customRichText(buffConfigData,buff,4004151,duration)>s."
1639551550,"Energy dispersed from Irisalis has taken root across Breezy Plains, blossoming into flowers that glow with a faint prismatic light.",2c3ac521101f8defcea6f5b810033839d9750b0becfe6719492ae69204c99258,"L'energia dispersa da Irisalis si è radicata nelle Breezy Plains, sbocciando in fiori che risplendono di una tenue luce prismatica."
1640723228,"Sunset’s glow fills the sky, and the Susuta walks through its last light.",a80218bb88fc38c5a696d49f23c65016e5dc79d6eb794b1a7920939dab2fba35,"Il bagliore del tramonto riempie il cielo, e il Susuta cammina nella sua ultima luce."
1643224159,Shining Irisal Egg,92de592c1bcaf15ef983cf47a2449d153e07f1b5cc17eb16ea8b0228b05c34e3,Uovo Irisal Splendente
1644499020,Illusory Attack Amplifier - Tactics,121ae97063ef877bd26ad0434a7d502ad69954ff23541ab216c5c5c1022cd06e,Fantasma · Amplificatore ATT - Tattica
1645664400,"<style=Hint_BgL>Temporary item. Usable only in this game. Cannot be taken out during extraction.</style>
A Protective Unit chip that slightly increases Stamina recovery, helping you avoid getting winded so easily.",dfd552e97a75e0bc02d8f75eee23097f2d15dc0a19c1c4f30fa9c18af2b957f2,"<style=Hint_BgL>Oggetto temporaneo utilizzabile solo nella partita in corso. Non può essere portato fuori dalla partita.</style>
Un chip per Unità Protettiva che aumenta leggermente il recupero del vigore, per non ritrovarti subito senza fiato."
1647949629,Instructions,934652dce41d62d3c9ff34b2c5e44e3addaedc67d6137328a9fe75a63c51dbac,Istruzioni
1651858013,Windkiss Vine,c638b709680a85f3b15bb124583f4a0e655d2945ef29b461295ef517bb2fc65c,Vite Baciata dal Vento
1652219634,"Increases movement or Sprint speed by <customRichText(calcData,buff,6001009,param0,1,%d)>% while reducing Stamina consumption by <customRichText(calcData,buff,6001009,param2,1,%d)>% for <customRichText(buffConfigData,6001009,duration)>s. Cooldown: <customRichText(calcData,buff,30100050,param2,1)>s.",41d6c0d6f04b026027aea170fe20ede923263c20975a1d81a11e6d3c5d7e92d6,"Velocità di corsa e scatto aumentata del <customRichText(calcData,buff,6001009,param0,1,%d)>%, consumo di vigore ridotto del <customRichText(calcData,buff,6001009,param2,1,%d)>%, durata: <customRichText(buffConfigData,6001009,duration)> secondi, ricarica: <customRichText(calcData,buff,30100050,param2,1)> secondi"
1652996724,A Home with No Color,a2b0e3e221c27faf1598f24a1f6d75d3bf9f5b9ee0c197b3c6726394dedd7879,Una Casa Senza Colori
1653082591,Butterflies Among the Blossoms,93094ec375afe547b1a395161a33bad5fb55be3beb2c33659051eb4f935e2eb1,Farfalle tra i Fiori
1653745847,Shop,d00aae6b7fbf77a4566d8df36805d7ae973894da9f533ec96516b31e028b71eb,Negozio
1655564747,Irisalis: Rampage,192c4e608345895a61bc4239b8de4528b4b3405b4ea025bfb011525c769b90b2,Irisalis: Furia
1662352289,Sending from a friend grants 99 bonus Affinity.,7ad6e73c88b6a356643099fe44d470dead4b1394d9aea0d76134f720e1344a54,L'invio da parte di un amico conferisce 99 Affinità bonus.
1666324216,"A flick of the tail, and it wraps around home’s scattered starlight.",6e3cd9d171c32b0d9d68233284194c85766b02fe64d0b6a3e6ac7709e422a353,"Un guizzo di coda, e stringe a sé il chiarore stellare disperso della Base."
1670928705,"<style=Hint_BgL>Temporary item. Usable only in this game; cannot be taken out during evacuation.</style>
Significantly increases defense against <style=Hint_BgL>targets on Hard difficulty or lower</style>.
With chips installed, grants the Pathfinder access to <style=Hint_BgL>tactical skills</style>.",e3b36ea3e5c0842b0f298c263fea34daa1f87a72fce9325808b47fb60c1b3441,"<style=Hint_BgL>Oggetto temporaneo utilizzabile solo nella partita in corso. Non può essere portato fuori dalla partita.</style>
Aumenta notevolmente la difesa contro i <style=Hint_BgL>bersagli a difficoltà Difficile o inferiore</style>.
Una volta installato, il chip concede all'Esploratore l'accesso alle <style=Hint_BgL>abilità tattiche</style>."
1673705714,Personal Points Leaderboard,95c8500a99f34a0985345d7d01ca6e7501931d81e5c22f8349450abe4e7317fc,Classifica Punti Personali
1675769772,Reversal Strike,97dfddfd30652df2323f4f383619b884c56bc7cbed606b89047f266819325405,Colpo Rovesciato
1678559498,Drawn from the shop’s prize pool.,0ce8fdeb870bb26566a669c9f66c4d72da2588608d1cecff58ff850f3fcec2fd,Ottenuto tramite l'estrazione a premi del Negozio.
1680284207,The Land That Lost Its Color,e37c15203dfec236f81af66d5e66e534ab99832287897e0ec902e270b6c325e5,La Terra Sbiadita
1680424471,Can be played on the record player in your Homeland. Give the tune a listen.,72b19f7820ee39e67f225ca76bee6349205bedb7e7d445b775de29b0029c3a05,Si può ascoltare con il giradischi della Base. Lasciati trasportare dalla melodia.
1680975900,Prawn Punch Hat,98de484b09af4a7dad0764e6ad5adc180227f82c128afbb6cba01dca72137602,Cappello Gambero Pistola
1681969563,Illusory Basic Weakening Chip,0d4141690b4f91cd8cb91796998e8b81589b4f53980f891b7110793c6309d44f,Fantasma · Chip Indebolimento Base
1682484400,This photo serves as Research proof and has been saved automatically.,5f8631b6e62f78b10d989bab3ee4f0969d5f0640bb87ab724cc8af3dc71158da,Questa foto è valida come prova di Ricerca ed è stata salvata automaticamente.
1683026056,Break Crit,6d727bad624e60a455e8cdacce48bdc65984e70d36bfecca220852528f03c56a,Critico da BREAK
1683117805,You’ve reached the weekly limit for Season Stamps earned in Operation: Egg Heist.,838b74e56929ff99f6e287cda01f3fa67d392a76395cfac3a5cae0e7da56937d,Hai raggiunto il limite settimanale di Timbri Stagionali ottenibili in Operazione: Furto d'Uova.
1683486276,"Countering an Alpha’s attack grants bonus Natural Energy Regen and bonus Final Damage.
A Perfect Counter interrupts the Alpha’s action and spreads the buff to nearby Pathfinders.",54e7a8643d66ecaea33d492ec50bcceac5007a4cdc4a673621e58e525f359de6,"Contrattaccando un Alpha, ottieni un bonus al Recupero Naturale Energia e ai Danni Finali.
Un Contrattacco Perfetto interrompe l'azione dell'Alpha e trasmette i bonus agli Esploratori vicini."
